,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport
4561,4561,4561,4561,4561,4561,5.4,1.0,Không,Nhà mặt tiền,Không có,5.0,0.2,3,16.0166161,108.2313649, Đinh Văn Chấp,Hòa Xuân,cẩm lệ,5.61568846146745,5.210474997424047,5.44232147450878
4562,4562,4562,4562,4562,4562,8.1,125.0,Không,Nhà mặt tiền,Không có,5.0,25.0,3,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,6.528920245396716,4.295695938128101,4.0128531176394535
4563,4563,4563,4563,4563,4563,2.2,9.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,1.8,2,16.0660031,108.1457018, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.898253749159723,7.090389830649272,6.172242204967422
4564,4564,4564,4564,4564,4564,2.29,63.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,12.6,2,16.0660031,108.1457018, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.898253749159723,7.090389830649272,6.172242204967422
4565,4565,4565,4565,4565,4565,3.6,91.0,Không,Nhà mặt tiền,Không có,5.0,18.2,1,16.0690196,108.1715682, Bàu Năng 2,Hòa Minh,liên chiểu,8.142637704109733,4.411030128386345,3.574554208193166
4566,4566,4566,4566,4566,4566,5.65,75.0,Không,Nhà mặt tiền,Không có,5.0,15.0,3,16.071855,108.1654206, Phú Xuân 8,Hòa Minh,liên chiểu,8.821262184390891,5.126264293261494,4.301797869902485
4567,4567,4567,4567,4567,4567,5.19,300.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,60.0,3,16.0775276,108.1653082, Phùng Chí Kiên,Hòa Minh,liên chiểu,8.909861511722013,5.337082919859059,4.5856977231146026
4568,4568,4568,4568,4568,4568,5.0,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,16.0776802,108.1591057, Trần Quý Khoách,Hòa Minh,liên chiểu,9.56832805672227,5.964238403912108,5.181769565404016
4569,4569,4569,4569,4569,4569,4.8,7.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,1.4,3,16.0825005,108.1603489, Lê Thiệt,Hòa Minh,liên chiểu,9.531286737984184,6.041923958396908,5.32242558054408
4570,4570,4570,4570,4570,4570,5.19,125.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,2,16.0590136,108.1722533, Nguyễn Viết Xuân,Hòa Minh,liên chiểu,8.082903827445442,4.215281762968732,3.260262275353647
4571,4571,4571,4571,4571,4571,16.0,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,1,16.062005,108.2217525, Cô Giang,Phước Ninh,hải châu,2.778604223800476,1.1124147320007802,2.109965120504508
4572,4572,4572,4572,4572,4572,16.7,15.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,1.875,3,16.0663954,108.2395365, Nguyễn Công Trứ,An Hải Bắc,sơn trà,0.8733251193704052,3.076265474006314,4.073890699582458
4573,4573,4573,4573,4573,4573,4.8,7.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,1.4,3,16.0828595,108.1605917, Dương Đức Hiền,Hòa Minh,liên chiểu,9.514074086369494,6.035119204714847,5.321416671860528
4574,4574,4574,4574,4574,4574,4.15,5.0,Không,Nhà trong hẻm,Không có,5.0,1.0,3,16.0439682,108.216644, Tiểu La,Hòa Cường Bắc,hải châu,4.03685439256275,1.8176858498244988,2.0945272354286457
4575,4575,4575,4575,4575,4575,4.99,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.0776802,108.1591057, Trần Quý Khoách,Hòa Minh,liên chiểu,9.56832805672227,5.964238403912108,5.181769565404016
4576,4576,4576,4576,4576,4576,4.9,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0704092,108.1702857, Đặng Minh Khiêm,Hòa Minh,liên chiểu,8.289531022285525,4.581996324191136,3.759617852057766
4577,4577,4577,4577,4577,4577,3.6,175.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,35.0,3,16.0630512,108.1658379, Tô Hiệu,Hòa Minh,liên chiểu,8.745438209721486,4.915376900381866,3.993156365684634
4578,4578,4578,4578,4578,4578,3.99,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,16.0732069,108.1728305, Dương Bích Liên,Hòa Minh,liên chiểu,8.047455678927445,4.41483061291276,3.649883980986675
4579,4579,4579,4579,4579,4579,4.6,63.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,12.6,3,16.066715,108.1924092, Hà Huy Tập,Thanh Khê Đông,thanh khê,5.903334948995509,2.200772344626877,1.5195203428796435
4580,4580,4580,4580,4580,4580,2.75,65.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,13.0,2,16.0589472,108.1853248, Hà Huy Tập,Hòa Khê,thanh khê,6.690435611944938,2.817100568633591,1.865350542587688
4581,4581,4581,4581,4581,4581,3.7,66.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,16.5,3,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425
4582,4582,4582,4582,4582,4582,4.6,7.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,1.4,3,16.0773657,108.1605649, Hoà Minh 21,Hòa Minh,liên chiểu,9.408782596568516,5.805490670405519,5.026264675348084
4583,4583,4583,4583,4583,4583,3.97,67.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,13.4,3,16.0630512,108.1658379, Tô Hiệu,Hòa Minh,liên chiểu,8.745438209721486,4.915376900381866,3.993156365684634
4584,4584,4584,4584,4584,4584,2.05,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.0,0.625,2,16.0604626,108.1765505, Nguyễn Như Hạnh,Hòa Minh,liên chiểu,7.612651450124741,3.7558733317595694,2.817353160782805
4585,4585,4585,4585,4585,4585,3.75,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,16.0674916,108.1941321, Thái Thị Bôi,Chính Gián,thanh khê,5.722765026009518,2.063996327496404,1.4581922178346989
4586,4586,4586,4586,4586,4586,4.29,107.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,12.0,8.916666666666666,3,16.0496491,108.1564066, Đà Sơn,Hòa Khánh Nam,liên chiểu,9.897307757902048,6.013481892120248,5.020314115275264
4587,4587,4587,4587,4587,4587,4.5,91.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0690196,108.1715682, Bàu Năng 2,Hòa Minh,liên chiểu,8.142637704109733,4.411030128386345,3.574554208193166
4588,4588,4588,4588,4588,4588,37.4,595.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,35.0,17.0,4,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,6.737453259158979,4.711399097584559,4.470048515679327
4589,4589,4589,4589,4589,4589,2.45,90.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,1,16.0560828,108.1558755, Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,9.857519147233232,5.98033492679414,5.008288434550815
4590,4590,4590,4590,4590,4590,2.2,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,14.0,6.6,2,16.0660031,108.1457018, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.898253749159723,7.090389830649272,6.172242204967422
4591,4591,4591,4591,4591,4591,2.0,78.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,2,16.0586572,108.1738079, Tôn Đức Thắng,Hòa Minh,liên chiểu,7.9204540549186815,4.049859242402176,3.0919606440064213
4592,4592,4592,4592,4592,4592,5.8,8.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,20.0,3,16.0671318,108.1707986, Hoàng Thị Loan,Hòa Minh,liên chiểu,8.215935890015611,4.447641021845597,3.581943130618583
4593,4593,4593,4593,4593,4593,4.1,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0384126,108.182013, Tôn Đản,Hòa Phát,cẩm lệ,7.600240329671442,3.947580651855127,3.035506772248677
4594,4594,4594,4594,4594,4594,3.55,76.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.3,15.0,2,16.0630512,108.1658379, Tô Hiệu,Hòa Minh,liên chiểu,8.745438209721486,4.915376900381866,3.993156365684634
4595,4595,4595,4595,4595,4595,3.19,70.0,Không,Nhà mặt tiền,Không có,4.0,17.5,2,16.0249026,108.2137169, Bình Hòa 2,Khuê Trung,cẩm lệ,5.717296127067109,3.8532678442169193,3.766419272085646
4596,4596,4596,4596,4596,4596,3.45,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,17.5,3,16.0311397,108.2273853, Hóa Sơn 2,Hòa Cường Nam,hải châu,4.313258881985078,3.5781123240472743,3.914724933327211
4597,4597,4597,4597,4597,4597,2.25,54.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12.0,3,16.0557232,108.2130897, 408 Hoàng Diệu,Bình Thuận,hải châu,3.8241791470898585,0.4629802193362386,1.1276333615242815
4598,4598,4598,4598,4598,4598,2.59,84.0,Không,Nhà trong hẻm,Không có,4.5,18.0,2,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,2.9411937676216247,4.839028836901054,5.723332137651914
4599,4599,4599,4599,4599,4599,3.6,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,10.0,2,16.0663954,108.2395365, Nguyễn Công Trứ,Phước Mỹ,sơn trà,0.8733251193704052,3.076265474006314,4.073890699582458
4600,4600,4600,4600,4600,4600,5.5,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,11.428571428571429,3,16.0391489,108.2448196, Hồ Xuân Hương,Mỹ An,ngũ hành sơn,2.863439399724854,4.2141781559625775,4.934135926623011
4601,4601,4601,4601,4601,4601,3.449,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,12.0,3,16.0685426,108.2453958, Võ Nguyên Giáp,Phước Mỹ,sơn trà,0.4652085370581494,3.742897436638002,4.740835578415322
4602,4602,4602,4602,4602,4602,5.2,75.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,3,16.0936292,108.2429624, Mân Quang 7,Thọ Quang,sơn trà,3.217878798115495,5.035408514091355,5.90124932715812
4603,4603,4603,4603,4603,4603,4.8,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,2,16.0870717,108.2386061, Lý Đạo Thành,An Hải Bắc,sơn trà,2.634482816326766,4.18581107245375,5.069723403502555
4604,4604,4604,4604,4604,4604,3.5,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.5,22.285714285714285,2,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,1.1623612636964813,2.8296940641110613,3.800378224485008
4605,4605,4605,4605,4605,4605,3.4,88.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.55555555555556,2,16.0539678,108.181034, Trường Chinh,Hòa An,cẩm lệ,7.219144046578218,3.335289559719858,2.3424285920559944
4606,4606,4606,4606,4606,4606,3.7,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.11111111111111,2,16.100208,108.2488518, Nguyễn Thị Hồng,Thọ Quang,sơn trà,3.9107404288059695,5.998114978147745,6.859403549448867
4607,4607,4607,4607,4607,4607,2.7,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,15.9960823,108.1977612, Bàu Cầu 15,Xã Hòa Châu,hòa vang,9.293302886764346,7.19118339693031,6.785475602614354
4608,4608,4608,4608,4608,4608,2.4,65.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.8,13.541666666666668,1,16.0746378,108.2391325, Đinh Thị Hòa,An Hải Bắc,sơn trà,1.405142793457177,3.375983602427669,4.352168272184478
4609,4609,4609,4609,4609,4609,4.9,64.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,16.0,3,16.0847233,108.218809, Hàn Mạc Tử,Thuận Phước,hải châu,3.777872873953618,2.8769424149877687,3.499747844035288
4610,4610,4610,4610,4610,4610,2.75,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,16.0822959,108.2171632, Phan Kế Bính,Thuận Phước,hải châu,3.778822493181597,2.5729793549480355,3.1792882039424617
4611,4611,4611,4611,4611,4611,3.05,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,1,16.0799284,108.2295597, Võ Trường Toản,An Hải Bắc,sơn trà,2.544390543542676,2.9501275453604623,3.820583997736009
4612,4612,4612,4612,4612,4612,3.17,66.0,Không,Nhà mặt tiền,Không có,3.5,18.857142857142858,2,16.0440887,108.2107339, 141 Tiểu La,Hòa Thuận Tây,hải châu,4.562596886768367,1.7264825309680982,1.6900009265259437
4613,4613,4613,4613,4613,4613,3.18,118.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,23.0,3,16.0920355,108.2311726, Nại Hiên Đông,Nại Hiên Đông,sơn trà,3.477534171889973,4.147004091214543,4.914106614375686
4614,4614,4614,4614,4614,4614,3.2,46.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,12.0,3,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058
4615,4615,4615,4615,4615,4615,3.7,67.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,16.0,3,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425
4616,4616,4616,4616,4616,4616,3.95,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,13.0,4,16.0845785,108.21774, Mai Lão Bạng,Thuận Phước,hải châu,3.862479823182994,2.83299269893738,3.43058233822518
4617,4617,4617,4617,4617,4617,21.5,343.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,13.0,27.0,1,16.0563807,108.2414241, Thủ Khoa Huân,An Hải Đông,sơn trà,1.1472477857223828,3.207488905914067,4.1483732811198815
4618,4618,4618,4618,4618,4618,4.3,70.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,1,16.0428759,108.2199186, 0 Lê Cơ,Hòa Cường Bắc,hải châu,3.830901565540113,2.058262099317034,2.434579759600487
4619,4619,4619,4619,4619,4619,10.0,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,16.0517207,108.2401221, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1.6599054092668464,3.171826157774691,4.053959031899559
4620,4620,4620,4620,4620,4620,14.0,10.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,17.0,6,16.0364519,108.246453, 0 Khuê Mỹ Đông 15,Khuê Mỹ,ngũ hành sơn,3.149140248448588,4.52497282112385,5.218808711059363
4621,4621,4621,4621,4621,4621,6.5,171.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,7.2,24.0,1,16.0564544,108.246868, Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,0.9363337754551556,3.786052256169158,4.730612171155757
4622,4622,4622,4622,4622,4622,30.0,6.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,20.6,3,16.0517207,108.2401221, 0 Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,1.6599054092668464,3.171826157774691,4.053959031899559
4623,4623,4623,4623,4623,4623,15.0,90.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,5,16.0391489,108.2448196, 0 Hồ Xuân Hương,Mỹ An,ngũ hành sơn,2.863439399724854,4.2141781559625775,4.934135926623011
4624,4624,4624,4624,4624,4624,4.0,60.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,2,16.0876828,108.2318922, Nại Thịnh 6,Nại Hiên Đông,sơn trà,3.0278186975639723,3.782429612821197,4.598323348236376
4625,4625,4625,4625,4625,4625,5.2,110.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,2,16.0797779,108.2328641, Thế Lữ,An Hải Bắc,sơn trà,2.2765688949618164,3.179549243358565,4.083294626404856
4626,4626,4626,4626,4626,4626,3.95,70.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,3,16.0853815,108.2369746, An Hải 15,An Hải Bắc,sơn trà,2.5341275914942845,3.9299897739775136,4.815524867940288
4627,4627,4627,4627,4627,4627,2.9,5.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,12.0,2,16.0856082,108.2300323, Nại Nghĩa 7,Nại Hiên Đông,sơn trà,2.961190671087506,3.480409285147354,4.2946991030083375
4628,4628,4628,4628,4628,4628,14.3,83.0,Tây,Nhà mặt tiền,Không có,4.5,18.0,3,16.0445498,108.2172252, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,3.9490292416250417,1.7762254333765422,2.095801599477506
4629,4629,4629,4629,4629,4629,3.95,85.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,21.0,1,16.0660031,108.1457018, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.898253749159723,7.090389830649272,6.172242204967422
4630,4630,4630,4630,4630,4630,4.9,90.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,2,16.0288963,108.2453488, Đa Mặn,Khuê Mỹ,ngũ hành sơn,3.990002637730451,4.960256605481578,5.539401032615748
4631,4631,4631,4631,4631,4631,4.4,90.0,Tây Nam,Nhà mặt tiền,Không có,4.5,20.0,2,16.0280691,108.2434061, Nguyễn Hữu Hào,Khuê Mỹ,ngũ hành sơn,4.098632297413819,4.876414292008332,5.423214969065965
4632,4632,4632,4632,4632,4632,35.0,106.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,23.5,4,16.0609063,108.2184548, Nguyễn Văn Linh,Nam Dương,hải châu,3.144125268492681,0.7418315766726324,1.7381270567209424
4633,4633,4633,4633,4633,4633,6.8,100.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0187869,108.2481757, Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,5.102189116456729,5.97899386440198,6.465648520292088
4634,4634,4634,4634,4634,4634,2.85,110.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.2,25.0,1,16.0166267,108.2531286, K20,Khuê Mỹ,ngũ hành sơn,5.3740702980528745,6.511050122942693,7.024167041241796
4635,4635,4635,4635,4635,4635,6.2,100.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.027134,108.2438914, Mạc Cửu,Khuê Mỹ,ngũ hành sơn,4.1963560808327935,4.986936543760274,5.526763810250153
4636,4636,4636,4636,4636,4636,13.8,100.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0207856,108.2272606, Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,5.341673664710747,4.615702569218547,4.814624393614543
4637,4637,4637,4637,4637,4637,7.5,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0264484,108.239109, Đa Phước 3,Khuê Mỹ,ngũ hành sơn,4.348746355173861,4.706500123604497,5.177104409369471
4638,4638,4638,4638,4638,4638,5.9,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,3,16.0206627,108.2469107, Nước Mặn,Khuê Mỹ,ngũ hành sơn,4.894649965639503,5.733512504974628,6.227497325584097
4639,4639,4639,4639,4639,4639,5.95,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,3,16.0108601,108.2438867, Minh Mạng,Hòa Quý,ngũ hành sơn,5.991747127136329,6.409056741475402,6.765752423330611
4640,4640,4640,4640,4640,4640,6.35,100.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,4,16.0325088,108.2392377, Mỹ Đa Tây 8,Khuê Mỹ,ngũ hành sơn,3.6920104846567297,4.213255033557956,4.774143362333754
4641,4641,4641,4641,4641,4641,21.5,50.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,25.0,3,16.0295883,108.2417432, Bùi Tá Hán,Khuê Mỹ,ngũ hành sơn,3.955564522746736,4.631837419134414,5.180243697188388
4642,4642,4642,4642,4642,4642,16.0,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.8,20.0,7,16.0687799,108.2379121, Dương Đình Nghệ,Phước Mỹ,sơn trà,1.1173339518977743,2.9863984961556302,3.982557060026098
4643,4643,4643,4643,4643,4643,21.0,130.0,Đông,Nhà mặt tiền,Không có,7.6,18.0,7,16.0632776,108.2398685, Chính Hữu,Phước Mỹ,sơn trà,0.8409275303908963,3.046645851042433,4.036907463801208
4644,4644,4644,4644,4644,4644,10.3,171.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.7,30.0,6,16.0166267,108.2531286, K20,Khuê Mỹ,ngũ hành sơn,5.3740702980528745,6.511050122942693,7.024167041241796
4645,4645,4645,4645,4645,4645,6.3,84.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,3,16.0255174,108.240681, Đa Phước 10,Khuê Mỹ,ngũ hành sơn,4.418503391287635,4.892484564993474,5.371691606360013
4646,4646,4646,4646,4646,4646,29.5,57.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,12.5,21.5,9,16.0975965,108.2321163, Lý Nhật Quang.,Nại Hiên Đông,sơn trà,3.978101469143112,4.7346571327942,5.467636156206193
4647,4647,4647,4647,4647,4647,17.5,110.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,6,16.0717621,108.232754, Dương Đình Nghệ,An Hải Bắc,sơn trà,1.7561743462424388,2.6258093375340814,3.599383843336274
4648,4648,4648,4648,4648,4648,15.0,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.8,20.0,7,16.0717621,108.232754, Dương Đình Nghệ,An Hải Bắc,sơn trà,1.7561743462424388,2.6258093375340814,3.599383843336274
4649,4649,4649,4649,4649,4649,5.1,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,2,16.0217255,108.2443651, Nước Mặn 2,Khuê Mỹ,ngũ hành sơn,4.788698972701003,5.467141409055247,5.944619715252996
4650,4650,4650,4650,4650,4650,7.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0292838,108.2385955, Giang Châu 3,Khuê Mỹ,ngũ hành sơn,4.054978572677797,4.429762837611872,4.93339854453314
4651,4651,4651,4651,4651,4651,5.95,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,3,16.0221837,108.2452698, Nước Mặn 5,Khuê Mỹ,ngũ hành sơn,4.732149273985691,5.49125199831228,5.984662039338153
4652,4652,4652,4652,4652,4652,8.44943486742928,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0141698,108.2274528, Lê Ấm,Hòa Xuân,cẩm lệ,6.010558927084784,5.3112676540301855,5.45237675253818
4653,4653,4653,4653,4653,4653,4.8,5.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,10.5,2,16.0464428,108.2424915, An Thượng 14,Mỹ An,ngũ hành sơn,2.111879016048762,3.6108828880378088,4.4253092359775925
4654,4654,4654,4654,4654,4654,6.5,95.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,3,16.0187869,108.2481757, Đoàn Khuê,Khuê Mỹ,ngũ hành sơn,5.102189116456729,5.97899386440198,6.465648520292088
4655,4655,4655,4655,4655,4655,10.0,100.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,8,16.0720605,108.2381831, An Đồn 5,An Hải Bắc,sơn trà,1.2781915698115394,3.1537863058971087,4.14015307376353
4656,4656,4656,4656,4656,4656,4.8,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,16.0356454,108.2428794, Mỹ Đa Tây,Khuê Mỹ,ngũ hành sơn,3.274546922016276,4.270728734429714,4.921046933860384
4657,4657,4657,4657,4657,4657,6.2,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0356454,108.2428794, Mỹ Đa Tây,Khuê Mỹ,ngũ hành sơn,3.274546922016276,4.270728734429714,4.921046933860384
4658,4658,4658,4658,4658,4658,2.69,71.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,14.5,1,16.0633931,108.2362933, Lương Thế Vinh,An Hải Đông,sơn trà,1.215663852331567,2.669815913127641,3.662582500898097
4659,4659,4659,4659,4659,4659,2.95,73.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,19.0,2,16.0300241,108.2459576, Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,3.862005841436379,4.923819065320518,5.524269937528995
4660,4660,4660,4660,4660,4660,6.4,76.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,13.7,4,16.043845,108.2183472, Mai Dị,Hòa Cường Bắc,hải châu,3.897092593280705,1.892052648355428,2.237334264630645
4661,4661,4661,4661,4661,4661,3.35,45.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,12.0,3,16.0641941,108.2206691, Nguyễn Chí Thanh,Phước Ninh,hải châu,2.877140494323488,1.088188908811876,2.0753751441992727
4662,4662,4662,4662,4662,4662,4.7,113.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.0,14.0,2,16.0923181,108.2463922, Vũ Tông Phan,Mân Thái,sơn trà,3.037681319051064,5.18459843512988,6.0807739624301504
4663,4663,4663,4663,4663,4663,10.0,76.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17.0,4,16.0551013,108.2215969, Bình Minh 1,Bình Thuận,hải châu,2.9806959547160123,1.1789313085553013,2.0392440239376093
4664,4664,4664,4664,4664,4664,2.85,124.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,27.0,1,16.0539678,108.181034, Trường Chinh,Hòa An,cẩm lệ,7.219144046578218,3.335289559719858,2.3424285920559944
4665,4665,4665,4665,4665,4665,4.9,114.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,25.0,1,16.0098333,108.2615916, Nguyễn Hữu Cầu,Hòa Hải,ngũ hành sơn,6.275148316797582,7.680002592230205,8.201260671632065
4666,4666,4666,4666,4666,4666,8.4,87.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,13.0,1,16.0596365,108.2423975, Mỹ Khê,Phước Mỹ,sơn trà,0.8011152803223085,3.2909540562956434,4.259882590320399
4667,4667,4667,4667,4667,4667,6.7,86.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,3,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,5.247773043648762,1.5237805374226177,0.9675237196321947
4668,4668,4668,4668,4668,4668,5.95,127.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,26.0,3,16.0300241,108.2459576, Nguyễn Đình Chiểu,Khuê Mỹ,ngũ hành sơn,3.862005841436379,4.923819065320518,5.524269937528995
