Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng ban công
"142,5 m²","7,8 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0324512714497,108.213896086032,,,
53 m²,"3,5 tỷ",,,1 phòng,2 phòng,Hợp đồng mua bán,Nội thất cơ bản 5 sao.,16.08799934387207,108.22093200683594,,,Tây - Bắc
83 m²,"3,6 tỷ",,,,,,,16.038877487182617,108.24740600585938,,,
69 m²,"7,7 tỷ",Tây,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0800351,108.2204507,"5,6 m",,
64 m²,Thỏa thuận,,,,,,Đầy đủ,16.1001110076904,108.228858947754,,,
"46,5 m²",Thỏa thuận,Tây - Bắc,,1 phòng,1 phòng,,Đầy đủ.,16.1001110076904,108.228858947754,,,Đông - Nam
233 m²,Thỏa thuận,Tây - Bắc,,,,,,16.0524914,108.2453694,15 m,"7,5 m",
82 m²,Thỏa thuận,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0388774871826,108.247406005859,,,Tây - Nam
117 m²,"2,47 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,15.9891425876987,108.206624556477,5 m,55 m,
207 m²,8 tỷ,,,,,Sổ đỏ/ Sổ hồng,,16.0566463559193,108.185181699579,11 m,"7,5 m",
45 m²,"2,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,Cơ bản,16.0923728942871,108.126586914063,,,
"42,2 m²",Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0686168670654,108.244453430176,,,
100 m²,"5,9 tỷ",Tây - Bắc,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,15.9836654955905,108.211059637501,5 m,"7,5 m",Tây - Bắc
90 m²,Thỏa thuận,Tây,,,,Sổ đỏ/ Sổ hồng,,16.0495737845283,108.247263136755,5 m,"13,5 m",
200 m²,"10,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0019983,108.2199588,10 m,15 m,
350 m²,20 tỷ,Đông,3 tầng,5 phòng,3 phòng,,Full nội thất gỗ.,16.0394515991211,108.249809265137,8 m,30 m,Tây
134 m²,Thỏa thuận,Đông,,,,Sổ đỏ/ Sổ hồng,,16.0482079350097,108.237936256463,6 m,"10,5 m",
143 m²,"1,85 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,15.9787439,108.1997685,"4,5 m",7 m,
50 m²,5 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0555896759033,108.223556518555,,,
55 m²,"2,9 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.088382720947266,108.22888946533203,,,
90 m²,"3,99 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0770981385166,108.159173623519,5 m,"7,5 m",
"92,5 m²","2,43 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,21.0289486097874,105.852447225903,5 m,,
100 m²,"7,1 tỷ",Đông,2 tầng,,,,,16.0096674,108.2573805,5 m,33 m,
143 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,15.9674589796244,108.211360680865,5 m,5 m,
105 m²,Thỏa thuận,Đông - Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cao cấp.,16.0388774871826,108.247406005859,,,Đông - Nam
80 m²,"5,6 tỷ",Đông - Nam,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,21.02894860978742,105.85244722590335,5 m,"5,5 m",Đông - Nam
"127,5 m²","10,5 tỷ",Tây - Nam,,,,,,16.0602424,108.2430528,5 m,,
105 m²,Thỏa thuận,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0388774871826,108.247406005859,,,Đông - Nam
73 m²,Thỏa thuận,,,2 phòng,,,,16.1001110076904,108.228858947754,,,
100 m²,"2,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,15.9863737931125,108.267269100144,5 m,"5,5 m",
"280,6 m²",19 tỷ,Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0063366821572,108.220860701669,"15,74 m",,
100 m²,"17,5 tỷ",Tây,,,,,,16.0671792229892,108.244402266677,5 m,"7,5 m",
"205,7 m²",110 triệu/m²,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0832598841269,108.245977266178,9 m,11 m,
72 m²,"5,6 tỷ",,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0332096,108.2526787,"4,5 m",6 m,
"70,1 m²","10,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,16.0512213932989,108.245500674417,5 m,105 m,
108 m²,"4,4 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0560385499539,108.165781234645,5 m,6 m,
105 m²,Thỏa thuận,Đông - Nam,,3 phòng,3 phòng,,Cao cấp.,16.0388774871826,108.247406005859,,,Đông - Nam
83 m²,"3,47 tỷ",Đông - Nam,,2 phòng,2 phòng,HĐMB,Đầy đủ,16.0388774871826,108.247406005859,,,Đông - Nam
100 m²,"3,7 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng,,15.9962722926186,108.213524065364,5 m,"10,5 m",
535 m²,25 tỷ,Đông,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,15.9926319122314,108.269371032715,6 m,15 m,Đông - Nam
300 m²,50 triệu/m²,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0160076,108.2178369,,,
123 m²,24 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,,16.0429641422249,108.221416477963,"7,1 m",,
"55,4 m²","3,3 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng,,16.0606882282408,108.232714075229,"4,1 m",4 m,
600 m²,42 tỷ,,,,,Sổ đỏ/ Sổ hồng,,15.9926316,108.269373,10 m,15 m,
100 m²,"4,75 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0019983,108.2199588,5 m,,
102 m²,70 triệu/m²,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0375466,108.2479767,6 m,"7,5 m",
100 m²,"4,15 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0084754398683,108.220112059263,5 m,7 m,
60 m²,"1,1 tỷ",Đông - Bắc,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0923728942871,108.126586914063,,,Đông - Nam
81 m²,"3,85 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0806088388218,108.163877894735,5 m,5 m,
"51,3 m²","5,4 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0555896759033,108.223556518555,,,Đông - Nam
650 m²,85 triệu/m²,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.017343521118164,108.24102783203125,,,
"59,2 m²",Thỏa thuận,,,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0923728942871,108.126586914063,,,
55 m²,"3,6 tỷ",Bắc,2 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,16.054098,108.2348732,"4,4 m",,
67 m²,"6,7 tỷ",,2 tầng,3 phòng,,,,16.0474174472864,108.242060022562,4 m,,
70 m²,"12,8 tỷ",,,,,,,16.0515136,108.2454557,,"10,5 m",
114 m²,"5,95 tỷ",,,,,,,16.040144120205,108.246726291518,"6,2 m",5 m,
100 m²,4 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,15.9991506734131,108.223816269307,,,
89 m²,"5,25 tỷ",,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.095539,108.2496856,5 m,"7,5 m",
640 m²,50 tỷ,,,,,Sổ đỏ/ Sổ hồng,,16.0704748985703,108.1512418,21 m,33 m,
110 m²,"3,1 tỷ",,,,,Sổ đỏ/ Sổ hồng,,15.9829578399658,108.233421325684,,"7,5 m",
106 m²,24 tỷ,Nam,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0586626,108.2057405,"4,5 m",33 m,
170 m²,Thỏa thuận,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,15.9817395,108.2696515,9 m,22 m,
72 m²,"1,59 tỷ",,,,,,,16.1002267210756,108.135547984099,,,
34 m²,"2,45 tỷ",,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0650983094544,108.216305475671,4 m,3 m,
250 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng.,,16.0433093790253,108.210093327344,,,
178 m²,15 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0527785081557,108.241292165102,"7,2 m",7 m,Đông - Nam
128 m²,"4,7 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0858592362511,108.145041452055,5 m,50 m,
110 m²,"16,7 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng,,16.0491979,108.2449953,5 m,"7,5 m",
525 m²,Thỏa thuận,,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0191908210124,108.236062915078,15 m,,
525 m²,36 triệu/m²,,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0194383143322,108.236406237832,15 m,11 m,
134 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,16.0398436060822,108.247249194749,"8,7 m",42 m,
100 m²,"3,7 tỷ",,,,,,,15.983246803283691,108.25209045410156,,,
623 m²,Thỏa thuận,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.01702308654785,108.26024627685547,,,
200 m²,"7,5 tỷ",Đông - Bắc,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,15.990304,108.2671142,,"10,5 m",
200 m²,"7,5 tỷ",Đông - Bắc,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,15.990304,108.2671142,,"10,5 m",
65 m²,Thỏa thuận,Nam,,1 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.069961547851562,108.24534606933594,,,Bắc
90 m²,"19,5 tỷ",,2 tầng,,,,,16.049235,108.2472165,,,
85 m²,"6,5 tỷ",,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0681432905003,108.172198118974,5 m,"5,5 m",
"72,5 m²","5,5 tỷ",Tây,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,,16.0335787256805,108.211340602922,"4,5 m","5,5 m",
56 m²,"1,75 tỷ",Tây,,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,15.98317020546,108.251931993086,,,Đông
85 m²,"6,4 tỷ",Đông - Bắc,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0681082,108.1721666,5 m,,
"283,2 m²",24 tỷ,,3 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0432944321387,108.244388922992,"10,8 m","7,5 m",
115 m²,"2,74 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,15.982652343768,108.213995541916,5 m,5 m,
115 m²,3 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng.,,15.9915009660206,108.213960010907,5 m,"5,5 m",
100 m²,"11,5 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0800302028372,108.2454151652,5 m,30 m,
209 m²,"15,5 tỷ",,4 tầng,7 phòng,,,,16.1041345,108.2592743,,,
"114,8 m²","16,7 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng,,16.0491979,108.2449953,5 m,"7,5 m",
107 m²,6 tỷ,Tây,,3 phòng,3 phòng,Hợp đồng mua bán,Cơ bản,15.9926319122314,108.269371032715,,,Đông
300 m²,Thỏa thuận,,4 tầng,5 phòng,6 phòng,,,16.016630172729492,108.24445343017578,,,
"91,1 m²","7,98 tỷ",Đông,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,16.0597953796387,108.230476379395,,,Tây
105 m²,"7,8 tỷ",Tây - Nam,,3 phòng,2 phòng,HĐMB,Đầy đủ,16.0388774871826,108.247406005859,,,Đông - Bắc
100 m²,5 tỷ,Bắc,,,,,,15.9919050858941,108.267969423742,,"10,5 m",
120 m²,"1,05 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,15.9657149400762,108.211160471278,,,
300 m²,"10,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0544740440275,108.183431899347,12 m,,
120 m²,"1,05 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,15.9657149400762,108.211160471278,,,
300 m²,"10,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0544740440275,108.183431899347,12 m,,
38 m²,Thỏa thuận,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,
74 m²,"4,45 tỷ",Tây - Nam,2 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0555716123519,108.163635521634,5 m,"5,5 m",Tây - Nam
85 m²,"5,25 tỷ",,2 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0302202168998,108.220294125976,"4,5 m","5,5 m",
122 m²,"8,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.0587381163805,108.239380341104,"5,5 m",5 m,
18.500 m²,"34,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,,15.9285723,108.1244422,125 m,15 m,
100 m²,4 tỷ,,,,,Sổ đỏ/ Sổ hồng.,,16.0935726165771,108.12629699707,,"7,5 m",
115 m²,"3,05 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9797904,108.2713434,5 m,,
221 m²,"35,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,16.0803144,108.244923,"10,75 m",33 m,
100 m²,"2,55 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9797904,108.2713434,5 m,"5,5 m",
90 m²,"3,4 tỷ",Đông,,,,,,15.9898322452283,108.267800969372,,"7,5 m",
57 m²,"1,35 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0923728942871,108.126586914063,,,Đông - Bắc
79 m²,"3,85 tỷ",,2 tầng,3 phòng,2 phòng,,,16.0425048513664,108.219753256701,"3,8 m","5,5 m",
100 m²,Thỏa thuận,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.089484842647,108.121186033659,5 m,"7,5 m",
90 m²,"12,8 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,16.0689682157899,108.237703476806,5 m,"7,5 m",
175 m²,Thỏa thuận,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0741874664906,108.101854706396,7 m,"10,5 m",
150 m²,"9,8 tỷ",Đông - Bắc,2 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0819969177246,108.238128662109,"7,5 m","7,5 m",Đông - Bắc
144 m²,16 tỷ,,2 tầng,3 phòng,3 phòng,,,16.0432963,108.2442865,9 m,"10,5 m",
122 m²,"7,8 tỷ",,1 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.058823665352,108.238943348648,"5,5 m",6 m,
133 m²,"6,5 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,15.9919074,108.2679679,,"10,5 m",
154 m²,56 triệu/m²,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,15.9919074,108.2679679,,"10,5 m",
181 m²,"7,6 tỷ",Tây - Bắc,,,,,,15.9899415,108.2680312,"9,8 m","7,5 m",
250 m²,35 tỷ,,,,,,,16.0558757781982,108.230522155762,,,
54 m²,"4,8 tỷ",Đông - Nam,3 tầng,3 phòng,4 phòng,,,16.0889232156687,108.234952929956,,"5,5 m",
88 m²,"3,4 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,15.9817215,108.2714891,5 m,"10,5 m",
250 m²,Thỏa thuận,,3 tầng,,,,,16.064449310302734,108.23332214355469,10 m,,
100 m²,"9,8 tỷ",,,,,,,16.0558757781982,108.230522155762,5 m,"7,5 m",
153 m²,"3,55 tỷ",Tây - Nam,,,,Sổ đỏ/sổ hồng.,,15.9917601553044,108.254546944982,8 m,"7,5 m",
116 m²,"4,2 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.011312033167,108.253836937134,,"7,5 m",
204 m²,23 tỷ,Đông,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0430209,108.2215375,"7,7 m","10,5 m",Đông
90 m²,"5,3 tỷ",Đông - Bắc,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0786987,108.1576626,5 m,"5,5 m",Đông - Bắc
350 m²,25 tỷ,,3 tầng,3 phòng,4 phòng,Đang chờ sổ,Đầy đủ,16.039452,108.24981,,,
"133,3 m²","6,5 tỷ",Tây - Bắc,2 tầng,,,,,16.012460726081,108.238307563063,,,
100 m²,"8,15 tỷ",Tây,,,,,,16.077613,108.2422756,5 m,,
"163,8 m²","13,5 tỷ",,3 tầng,3 phòng,3 phòng,,,16.0663706080044,108.237003460707,,,
150 m²,"10,1 tỷ",Đông - Nam,3 tầng,7 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0526111146745,108.217949153689,6 m,5 m,
95 m²,"5,7 tỷ",Đông - Bắc,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0257306170933,108.248981182727,5 m,"7,5 m",Đông - Bắc
"106,7 m²",50 triệu/m²,Đông - Nam,,3 phòng,,Sổ đỏ chính chủ,Cao cấp,16.0388774871826,108.247406005859,,,Đông - Nam
"76,3 m²","4,7 tỷ",,,2 phòng,,,,16.08799934387207,108.22093200683594,,,
"76,3 m²","4,7 tỷ",,,2 phòng,,,,16.08799934387207,108.22093200683594,,,
105 m²,"5,4 tỷ",Đông - Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cao cấp.,16.0388774871826,108.247406005859,,,Đông - Nam
100 m²,"2,65 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.0935726165771,108.12629699707,5 m,"7,5 m",
"113,4 m²","4,9 tỷ",Đông - Nam,2 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,16.0793919931017,108.233695429289,,,
61 m²,"1,85 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0158238,108.2017786,,"4,5 m",
162 m²,31 tỷ,Nam,,,,Sổ đỏ/ Sổ hồng,,16.0515136,108.2454557,7 m,"10,5 m",
189 m²,"9,7 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0781232593236,108.159057574456,9 m,10 m,
100 m²,"3,05 tỷ",,,,,,,16.106407165527344,108.10873413085938,,"10,5 m",
100 m²,"4,1 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.018306732177734,108.22174835205078,5 m,"7,5 m",
500 m²,Thỏa thuận,,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0435066223145,108.248374938965,,,
100 m²,"1,65 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0911694781972,108.076825049101,,55 m,
216 m²,"1,09 tỷ",,,,,Sổ đỏ/ Sổ hồng,,15.9785992044005,108.126204483984,"6,5 m",7 m,
110 m²,"16,5 tỷ",Nam,,,,Có sổ,,16.0491979,108.2449953,5 m,"7,5 m",
100 m²,"4,19 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,16.018306732177734,108.22174835205078,,,
315 m²,Thỏa thuận,Đông - Nam,3 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0299034118652,108.240165710449,14 m,7 m,
55 m²,2 tỷ,Đông - Nam,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.09237289428711,108.1265869140625,10 m,15 m,Tây - Nam
170 m²,"11,1 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0852307,108.2442648,"6,9 m","5,5 m",
327 m²,"21,5 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,16.0934204,108.2355035,"16,7 m",15 m,
75 m²,"4,9 tỷ",,,2 phòng,2 phòng,,Đầy đủ.,16.0699615478516,108.245346069336,,,
"122,5 m²","3,6 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,15.981853,108.2507182,,"10,5 m",
74 m²,"4,8 tỷ",Đông - Bắc,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0338440821235,108.213497034914,"4,5 m","5,5 m",
69 m²,"3,45 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0663882,108.2370272,"4,8 m",5 m,
"148,5 m²","4,7 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,16.0870158,108.1528953,"7,5 m","5,5 m",
34 m²,"2,45 tỷ",,3 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.064999719052,108.216001573506,4 m,"2,5 m",
144 m²,17 tỷ,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0432963,108.2442865,9 m,"10,5 m",
111 m²,"18,85 tỷ",,6 tầng,15 phòng,16 phòng,Sổ đỏ/ Sổ hồng,,16.05078125,108.23290252685547,5 m,,
100 m²,"4,4 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0175991063433,108.231672654492,,"7,5 m",
250 m²,12 tỷ,Đông - Nam,,,,,,16.0191083231709,108.236234576455,10 m,"7,5 m",
"62,8 m²",Thỏa thuận,Tây - Nam,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Nam
75 m²,"7,6 tỷ",,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0749843,108.2406466,5 m,,
"47,3 m²","1,1 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0923728942871,108.126586914063,,,Đông - Bắc
50 m²,Thỏa thuận,Đông - Bắc,,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,16.0923728942871,108.126586914063,,,Tây - Nam
50 m²,Thỏa thuận,Tây - Nam,,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,16.0923728942871,108.126586914063,,,Đông - Bắc
70 m²,Thỏa thuận,,,2 phòng,2 phòng,,,16.0890197753906,108.228302001953,,,
65 m²,"1,47 tỷ",Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0923728942871,108.126586914063,,,Tây - Nam
"312,5 m²",Thỏa thuận,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0173435211182,108.241027832031,"12,5 m","7,5 m",
111 m²,"18,85 tỷ",,6 tầng,15 phòng,16 phòng,Sổ đỏ/ Sổ hồng.,,16.0512243550521,108.235571480179,5 m,,
200 m²,Thỏa thuận,Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9928646,108.2675032,10 m,"5,5 m",
110 m²,"17,99 tỷ",,3 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.052516215888,108.24570003292,6 m,"7,5 m",
60 m²,"9,3 tỷ",,1 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0689254,108.237559,,"5,5 m",
156 m²,"10,5 tỷ",,4 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,,16.0580321392608,108.238749821434,5 m,7 m,
100 m²,"1,98 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng.,,15.9672538696747,108.211139241151,5 m,"5,5 m",
150 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,15.9672744538748,108.211447833692,,,
84 m²,"8,6 tỷ",,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,"7,5 m",
192 m²,Thỏa thuận,Đông - Bắc,,,,,,16.0275172896834,108.24672823098,8 m,"7,5 m",
52 m²,"1,8 tỷ",,,1 phòng,1 phòng,,,16.095062255859375,108.2480239868164,,,
84 m²,"8,4 tỷ",Tây - Bắc,3 tầng,4 phòng,4 phòng,,Đầy đủ.,16.0829211921009,108.214032817445,45 m,"7,5 m",
120 m²,Thỏa thuận,Nam,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện mặt ngoài,16.033109664917,108.224235534668,6 m,8 m,Nam
100 m²,"3,75 tỷ",,,,,,,16.00812339782715,108.21940612792969,,,
119 m²,11 tỷ,Tây - Bắc,,,,,,16.0683203349087,108.149384262184,5 m,"10,5 m",
67 m²,"2,05 tỷ",,2 tầng,2 phòng,2 phòng,,,16.0270036092846,108.211548599295,5 m,4 m,
"83,61 m²","9,4 tỷ",Tây - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.08799934387207,108.22093200683594,,,Đông - Nam
70 m²,"8,5 tỷ",Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,16.0555896759033,108.223556518555,,,Tây - Nam
55 m²,"3,68 tỷ",Bắc,,,,,,16.053744866935,108.235054498994,"4,4 m",,
120 m²,"8,5 tỷ",,2 tầng,,,Sổ đỏ/ Sổ hồng,,16.0379131546148,108.23964524214,,,
100 m²,"48,5 triệu/m²",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.0041897886193,108.218735818748,5 m,15 m,
99 m²,9 tỷ,Bắc,,,,,,16.054541956776,108.221587524148,"4,5 m",,
100 m²,Thỏa thuận,Bắc,,,,,,15.9874442875266,108.260850765161,5 m,,
100 m²,"3,9 tỷ",Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,16.018306732177734,108.22174835205078,"7,5 m","7,5 m",
140 m²,35 tỷ,Đông - Bắc,3 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0469599202606,108.249271285905,7 m,43 m,Đông - Bắc
"128,4 m²","4,5 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,,15.9832468032837,108.252090454102,"7,5 m","7,5 m",
64 m²,7 tỷ,,,,,,,16.0456253,108.2393319,"6,2 m",,
139 m²,18 tỷ,Đông,,,,Sổ đỏ/ Sổ hồng.,,16.0497755846752,108.240320494964,"6,27 m","7,5 m",
130 m²,25 tỷ,,3 tầng,,,,,16.0689254,108.237559,,,
100 m²,"5,9 tỷ",Tây - Bắc,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,15.9834145337091,108.211426754228,5 m,"7,5 m",
"117,5 m²","2,47 tỷ",Tây,,,,Sổ đỏ/ Sổ hồng.,,15.9890233725923,108.206749873887,5 m,"5,5 m",
240 m²,65 triệu/m²,,,,,,,16.0889980205338,108.2415046531,9 m,"10,5 m",
"154,5 m²","7,6 tỷ",,,,,,,16.0059142,108.21488,,"7,5 m",
